0,1
0.200000000000000011,1
0.400000000000000022,1
0.600000000000000089,1
0.800000000000000044,3
1,2
1.20000000000000018,2
1.40000000000000013,2
1.60000000000000009,2
1.80000000000000004,3
2,1
2.20000000000000018,1
2.40000000000000036,1
2.60000000000000009,1
2.80000000000000027,2
3,2
3.20000000000000018,2
3.40000000000000036,2
3.60000000000000009,2
3.80000000000000027,1
4,1
4.20000000000000018,1
4.40000000000000036,1
4.60000000000000053,1
4.80000000000000071,2
5,2
5.20000000000000018,2
5.40000000000000036,2
5.60000000000000053,2
5.80000000000000071,1
6,1
6.20000000000000018,1
6.40000000000000036,1
6.60000000000000053,1
6.80000000000000071,2
7,2
7.20000000000000018,2
7.40000000000000036,2
7.60000000000000053,2
7.80000000000000071,1
8,1
8.20000000000000107,1
8.40000000000000036,1
8.59999999999999964,1
8.80000000000000071,3
9,2
9.20000000000000107,2
9.40000000000000036,2
9.60000000000000142,2
9.80000000000000071,3
10,1
10.2000000000000011,1
10.4000000000000004,1
10.6000000000000014,1
10.8000000000000007,3
11,2
11.2000000000000011,2
11.4000000000000004,2
11.6000000000000014,2
11.8000000000000007,3
12,1
12.2000000000000011,1
12.4000000000000004,1
12.6000000000000014,1
12.8000000000000007,3
13,2
13.2000000000000011,2
13.4000000000000004,2
13.6000000000000014,2
13.8000000000000007,3
14,1
14.2000000000000011,1
14.4000000000000004,1
14.6000000000000014,1
14.8000000000000007,3
15,2
15.2000000000000011,2
15.4000000000000004,2
15.6000000000000014,2
15.8000000000000007,3
16,1
16.1999999999999993,1
16.4000000000000021,1
16.6000000000000014,1
16.8000000000000007,3
17,2
17.1999999999999993,2
17.4000000000000021,2
17.6000000000000014,2
17.8000000000000007,3
18,1
18.1999999999999993,1
18.4000000000000021,1
18.6000000000000014,1
18.8000000000000007,3
19,2
19.2000000000000028,2
19.4000000000000021,2
19.6000000000000014,2
19.8000000000000007,3
19.8999999999999986,1
20,3
